0.000000 -0.000000 -0.020106
0.001000 -0.000683 0.020106
0.002000 -0.001795 0.000000
0.003000 -0.002896 0.000000
0.004000 -0.003996 0.000000
0.005000 -0.004505 0.000000
0.006000 -0.004265 0.000000
0.007000 -0.002929 0.000000
0.008000 -0.001167 0.000000
0.009000 0.001575 0.000000
0.010000 0.004713 -0.020106
0.011000 0.008012 0.000000
0.012000 0.011008 0.000000
0.013000 0.012865 0.000000
0.014000 0.013712 0.000000
0.015000 0.013521 0.000000
0.016000 0.011470 0.020106
0.017000 0.008066 0.000000
0.018000 0.002962 0.000000
0.019000 -0.002573 0.020106
0.020000 -0.008412 0.000000
0.021000 -0.014206 0.000000
0.022000 -0.018912 0.000000
0.023000 -0.022094 -0.020106
0.024000 -0.023506 0.000000
0.025000 -0.021821 -0.020106
0.026000 -0.017670 0.000000
0.027000 -0.011316 -0.020106
0.028000 -0.003640 -0.020106
0.029000 0.005443 0.000000
0.030000 0.013854 0.000000
0.031000 0.022208 0.000000
0.032000 0.028602 0.020106
0.033000 0.032018 0.000000
0.034000 0.032645 0.020106
0.035000 0.030230 0.020106
0.036000 0.025553 0.020106
0.037000 0.016849 0.020106
0.038000 0.006918 0.000000
0.039000 -0.005043 0.020106
0.040000 -0.017231 0.000000
0.041000 -0.028049 -0.020106
0.042000 -0.036551 0.000000
0.043000 -0.042130 -0.020106
0.044000 -0.042458 -0.040212
0.045000 -0.038889 -0.020106
0.046000 -0.031172 -0.040212
0.047000 -0.020849 -0.020106
0.048000 -0.007094 -0.020106
0.049000 0.006071 -0.020106
0.050000 0.021671 0.000000
0.051000 0.034232 0.000000
0.052000 0.044783 0.020106
0.053000 0.051670 0.020106
0.054000 0.053133 0.040212
0.055000 0.047296 0.040212
0.056000 0.038293 0.040212
0.057000 0.024078 0.020106
0.058000 0.007429 0.040212
0.059000 -0.009232 0.020106
0.060000 -0.025592 0.000000
0.061000 -0.041031 0.000000
0.062000 -0.053131 -0.020106
0.063000 -0.059029 -0.040212
0.064000 -0.060239 -0.060319
0.065000 -0.055926 -0.040212
0.066000 -0.046155 -0.060319
0.067000 -0.029112 -0.040212
0.068000 -0.009951 -0.040212
0.069000 0.012697 -0.040212
0.070000 0.031690 0.000000
0.071000 0.049529 0.000000
0.072000 0.063092 0.020106
0.073000 0.070124 0.040212
0.074000 0.070701 0.060319
0.075000 0.064918 0.040212
0.076000 0.052887 0.060319
0.077000 0.035825 0.060319
0.078000 0.013556 0.060319
0.079000 -0.009643 0.020106
0.080000 -0.031910 0.020106
0.081000 -0.053948 0.000000
0.082000 -0.068810 -0.020106
0.083000 -0.079338 -0.040212
0.084000 -0.080647 -0.060319
0.085000 -0.072416 -0.080425
0.086000 -0.056734 -0.080425
0.087000 -0.037430 -0.080425
0.088000 -0.012751 -0.060319
0.089000 0.010811 -0.060319
0.090000 0.038243 -0.040212
0.091000 0.060735 0.000000
0.092000 0.076822 0.000000
0.093000 0.086291 0.040212
0.094000 0.087614 0.060319
0.095000 0.079653 0.060319
0.096000 0.065255 0.080425
0.097000 0.041528 0.080425
0.098000 0.015042 0.060319
0.099000 -0.015648 0.080425
0.100000 -0.045537 0.040212
0.101000 -0.068954 0.000000
0.102000 -0.088542 0.000000
0.103000 -0.097969 -0.040212
0.104000 -0.098389 -0.080425
0.105000 -0.091499 -0.100531
0.106000 -0.072681 -0.100531
0.107000 -0.048062 -0.100531
