0.000000 0.000000 -0.000000
0.001000 0.001518 0.000000
0.002000 0.003015 0.000000
0.003000 0.004403 0.000000
0.004000 0.005633 0.000000
0.005000 0.006454 0.000000
0.006000 0.007419 0.000000
0.007000 0.007630 0.000000
0.008000 0.007353 0.000000
0.009000 0.006912 0.000000
0.010000 0.005976 0.000000
0.011000 0.004754 0.000000
0.012000 0.002970 0.000000
0.013000 0.000820 0.000000
0.014000 -0.001629 0.020106
0.015000 -0.004725 0.000000
0.016000 -0.007828 0.000000
0.017000 -0.011111 0.000000
0.018000 -0.015156 0.000000
0.019000 -0.018380 0.000000
0.020000 -0.021851 0.000000
0.021000 -0.025469 0.000000
0.022000 -0.028793 0.000000
0.023000 -0.031531 -0.020106
0.024000 -0.034854 0.000000
0.025000 -0.036408 0.000000
0.026000 -0.039099 -0.020106
0.027000 -0.040062 0.000000
0.028000 -0.040716 -0.020106
0.029000 -0.039777 0.000000
0.030000 -0.037953 -0.020106
0.031000 -0.036516 0.000000
0.032000 -0.033523 -0.020106
0.033000 -0.029957 0.000000
0.034000 -0.025790 -0.020106
0.035000 -0.020993 0.000000
0.036000 -0.016057 0.000000
0.037000 -0.009932 0.000000
0.038000 -0.002367 -0.020106
0.039000 0.004482 0.000000
0.040000 0.013019 0.000000
0.041000 0.020203 0.020106
0.042000 0.028116 0.000000
0.043000 0.035759 0.020106
0.044000 0.043088 0.000000
0.045000 0.049847 0.020106
0.046000 0.057076 0.020106
0.047000 0.061650 0.020106
0.048000 0.067279 0.020106
0.049000 0.068646 0.020106
0.050000 0.072870 0.020106
0.051000 0.074291 0.020106
0.052000 0.075215 0.020106
0.053000 0.075111 0.040212
0.054000 0.072897 0.020106
0.055000 0.071336 0.020106
0.056000 0.065683 0.020106
0.057000 0.060330 0.000000
0.058000 0.054204 0.020106
0.059000 0.045600 0.020106
0.060000 0.035544 0.000000
0.061000 0.026294 0.000000
0.062000 0.014090 0.000000
0.063000 0.003279 0.000000
0.064000 -0.008173 0.000000
0.065000 -0.018437 -0.020106
0.066000 -0.031810 -0.020106
0.067000 -0.041136 -0.020106
0.068000 -0.054569 -0.020106
0.069000 -0.066087 -0.040212
0.070000 -0.075595 -0.040212
0.071000 -0.085338 -0.040212
0.072000 -0.093620 -0.020106
0.073000 -0.099686 -0.040212
0.074000 -0.103092 -0.040212
0.075000 -0.109725 -0.040212
0.076000 -0.110776 -0.060319
0.077000 -0.112540 -0.020106
0.078000 -0.110282 -0.040212
0.079000 -0.105335 -0.040212
0.080000 -0.100609 -0.040212
0.081000 -0.092699 -0.040212
0.082000 -0.084187 -0.020106
0.083000 -0.074282 -0.040212
0.084000 -0.065305 -0.020106
0.085000 -0.051726 -0.020106
0.086000 -0.037018 0.000000
0.087000 -0.020749 -0.020106
0.088000 -0.007404 0.000000
0.089000 0.012058 0.000000
0.090000 0.026476 0.000000
0.091000 0.042897 0.020106
0.092000 0.058797 0.020106
0.093000 0.074584 0.020106
0.094000 0.087614 0.020106
0.095000 0.103106 0.040212
0.096000 0.112185 0.040212
0.097000 0.124131 0.040212
0.098000 0.133098 0.040212
0.099000 0.136691 0.060319
0.100000 0.142651 0.040212
0.101000 0.142599 0.060319
0.102000 0.143941 0.060319
0.103000 0.141457 0.060319
0.104000 0.139867 0.040212
0.105000 0.128488 0.060319
0.106000 0.120317 0.060319
0.107000 0.110988 0.060319
0.108000 0.097974 0.040212
0.109000 0.079167 0.040212
0.110000 0.063069 0.040212
0.111000 0.044118 0.040212
0.112000 0.025868 0.020106
0.113000 0.005217 0.020106
0.114000 -0.013152 0.000000
0.115000 -0.032887 0.000000
0.116000 -0.051340 -0.020106
0.117000 -0.072244 -0.020106
0.118000 -0.095108 -0.020106
0.119000 -0.110658 -0.060319
0.120000 -0.125889 -0.040212
0.121000 -0.138562 -0.060319
0.122000 -0.151977 -0.060319
0.123000 -0.160494 -0.080425
0.124000 -0.170830 -0.100531
0.125000 -0.177287 -0.080425
0.126000 -0.181508 -0.080425
0.127000 -0.179948 -0.080425
0.128000 -0.175996 -0.120637
0.129000 -0.167829 -0.100531
0.130000 -0.158333 -0.100531
0.131000 -0.147483 -0.120637
0.132000 -0.133441 -0.100531
0.133000 -0.116143 -0.120637
0.134000 -0.098589 -0.100531
0.135000 -0.080161 -0.120637
0.136000 -0.055259 -0.120637
0.137000 -0.031882 -0.120637
0.138000 -0.010070 -0.120637
0.139000 0.012673 -0.100531
0.140000 0.035722 -0.100531
0.141000 0.061646 -0.100531
0.142000 0.083383 -0.100531
0.143000 0.107351 -0.080425
0.144000 0.128350 -0.080425
0.145000 0.147632 -0.060319
0.146000 0.168476 -0.040212
0.147000 0.183565 -0.040212
0.148000 0.189426 -0.020106
0.149000 0.200076 0.000000
0.150000 0.206081 0.020106
0.151000 0.210092 0.040212
0.152000 0.210691 0.040212
0.153000 0.205740 0.060319
0.154000 0.199317 0.080425
0.155000 0.189296 0.080425
0.156000 0.170677 0.100531
0.157000 0.155370 0.100531
0.158000 0.137729 0.120637
0.159000 0.117718 0.080425
0.160000 0.092410 0.120637
0.161000 0.066802 0.120637
0.162000 0.037244 0.120637
0.163000 0.010282 0.120637
0.164000 -0.019941 0.080425
0.165000 -0.049761 0.100531
0.166000 -0.074684 0.100531
0.167000 -0.096876 0.060319
0.168000 -0.127613 0.060319
0.169000 -0.154884 0.040212
0.170000 -0.175572 0.040212
0.171000 -0.197241 0.020106
0.172000 -0.213729 -0.020106
0.173000 -0.226503 -0.020106
0.174000 -0.237839 -0.040212
