0.000000 0.000000 -0.000000
0.001000 0.000503 0.000000
0.002000 0.001044 0.000000
0.003000 0.001477 0.000000
0.004000 0.001969 0.000000
0.005000 0.002606 0.000000
0.006000 0.002921 0.000000
0.007000 0.003474 0.000000
0.008000 0.004124 0.000000
0.009000 0.004375 0.000000
0.010000 0.004810 0.000000
0.011000 0.005395 0.000000
0.012000 0.005824 0.000000
0.013000 0.006559 0.000000
0.014000 0.006924 0.020106
0.015000 0.007270 0.000000
0.016000 0.008060 0.000000
0.017000 0.008066 0.000000
0.018000 0.008536 0.000000
0.019000 0.009465 0.000000
0.020000 0.009765 0.000000
0.021000 0.009741 0.000000
0.022000 0.011156 0.000000
0.023000 0.010547 0.000000
0.024000 0.011927 0.000000
0.025000 0.011935 0.000000
0.026000 0.012281 0.000000
0.027000 0.013397 0.000000
0.028000 0.013617 0.000000
0.029000 0.013678 0.000000
0.030000 0.014431 0.000000
0.031000 0.015054 0.000000
0.032000 0.014916 0.000000
0.033000 0.016009 0.000000
0.034000 0.015670 0.000000
0.035000 0.017130 0.000000
0.036000 0.016920 0.000000
0.037000 0.016495 0.000000
0.038000 0.017660 0.000000
0.039000 0.018303 0.000000
0.040000 0.018188 0.020106
0.041000 0.018438 -0.020106
0.042000 0.020284 0.000000
0.043000 0.019113 0.000000
0.044000 0.020808 0.000000
0.045000 0.020411 0.000000
0.046000 0.020635 0.020106
0.047000 0.021746 0.000000
0.048000 0.022197 0.000000
0.049000 0.022882 0.000000
0.050000 0.023576 0.000000
0.051000 0.023550 0.000000
0.052000 0.022020 0.000000
0.053000 0.025205 0.000000
0.054000 0.022844 0.000000
0.055000 0.025346 0.000000
0.056000 0.025263 0.000000
0.057000 0.024078 0.000000
0.058000 0.025314 0.000000
0.059000 0.026017 0.000000
0.060000 0.026160 0.000000
0.061000 0.027450 0.000000
0.062000 0.026419 0.000000
0.063000 0.026533 0.000000
0.064000 0.027849 0.000000
0.065000 0.027656 0.000000
0.066000 0.027756 0.000000
0.067000 0.029428 0.000000
0.068000 0.028889 0.000000
0.069000 0.027998 0.000000
0.070000 0.031030 0.000000
0.071000 0.030119 0.000000
0.072000 0.028493 0.000000
0.073000 0.030593 0.000000
0.074000 0.028907 0.000000
0.075000 0.032106 0.000000
0.076000 0.031089 0.000000
0.077000 0.030397 0.000000
0.078000 0.031875 0.000000
0.079000 0.030785 0.000000
