0.000000 0.000000 0.000000 -0.000000
0.001000 0.020640 0.000488 -0.000000
0.002000 0.039407 0.001034 -0.000000
0.003000 0.050259 0.001492 -0.000000
0.004000 0.061868 0.002027 -0.000000
0.005000 0.068611 0.002508 -0.000000
0.006000 0.071282 0.002950 0.000020
0.007000 0.074766 0.003406 0.000020
0.008000 0.081154 0.003968 0.000040
0.009000 0.091532 0.004637 0.000040
0.010000 0.088115 0.005053 0.000060
0.011000 0.088989 0.005555 0.000080
0.012000 0.088103 0.005999 0.000080
0.013000 0.094148 0.006622 0.000101
0.014000 0.096890 0.007196 0.000121
0.015000 0.105551 0.007924 0.000141
0.016000 0.090643 0.008138 0.000161
0.017000 0.077139 0.008313 0.000181
0.018000 0.079760 0.008798 0.000201
0.019000 0.082023 0.009282 0.000221
0.020000 0.101016 0.010152 0.000221
0.021000 0.086733 0.010350 0.000241
0.022000 0.079355 0.010625 0.000241
0.023000 0.090806 0.011324 0.000261
0.024000 0.091836 0.011811 0.000261
0.025000 0.112075 0.012779 0.000281
0.026000 0.110170 0.013284 0.000261
0.027000 0.107580 0.013788 0.000261
0.028000 0.094142 0.014022 0.000261
0.029000 0.070962 0.013957 0.000261
0.030000 0.063426 0.014142 0.000261
0.031000 0.113708 0.015650 0.000261
0.032000 0.105203 0.015993 0.000241
0.033000 0.116756 0.016801 0.000241
0.034000 0.064612 0.016159 0.000241
0.035000 0.063105 0.016458 0.000241
0.036000 0.091353 0.017438 0.000241
0.037000 0.078311 0.017559 0.000221
0.038000 0.127631 0.019117 0.000221
0.039000 0.121735 0.019610 0.000221
0.040000 0.084119 0.019337 0.000221
0.041000 0.052832 0.019026 0.000221
0.042000 0.111929 0.020686 0.000221
0.043000 0.126681 0.021579 0.000221
0.044000 0.138473 0.022490 0.000221
0.045000 0.111153 0.022560 0.000241
0.046000 0.089477 0.022611 0.000241
0.047000 0.061561 0.022418 0.000261
0.048000 0.068515 0.022884 0.000261
0.049000 0.074391 0.023349 0.000261
0.050000 0.119282 0.024766 0.000261
0.051000 0.104073 0.025006 0.000281
0.052000 0.039655 0.024000 0.000281
0.053000 0.050491 0.024449 0.000281
0.054000 0.091573 0.025668 0.000302
0.055000 0.137924 0.027176 0.000281
0.056000 0.118542 0.027390 0.000281
0.057000 0.136559 0.028406 0.000281
0.058000 0.116861 0.028615 0.000281
0.059000 0.077067 0.028255 0.000281
0.060000 0.044690 0.027867 0.000281
0.061000 0.117069 0.029762 0.000261
0.062000 0.126161 0.030528 0.000261
0.063000 0.158134 0.031900 0.000261
0.064000 0.081970 0.030876 0.000261
0.065000 0.045449 0.030421 0.000261
0.066000 0.055893 0.030874 0.000261
0.067000 0.064694 0.031327 0.000261
0.068000 0.085159 0.032099 0.000261
0.069000 0.157533 0.034183 0.000241
0.070000 0.117829 0.034001 0.000241
0.071000 0.013179 0.032127 0.000261
0.072000 0.071642 0.033581 0.000281
0.073000 0.135707 0.035406 0.000281
0.074000 0.158704 0.036570 0.000261
0.075000 0.161903 0.037398 0.000241
0.076000 0.087208 0.036449 0.000261
0.077000 0.041903 0.035825 0.000281
0.078000 0.036862 0.035906 0.000302
0.079000 0.097598 0.037461 0.000281
0.080000 0.161902 0.039418 0.000281
0.081000 0.101913 0.038751 0.000261
0.082000 0.002050 0.036904 0.000281
0.083000 0.053082 0.038113 0.000302
0.084000 0.129585 0.040127 0.000302
0.085000 0.175109 0.041778 0.000281
0.086000 0.211259 0.043456 0.000261
0.087000 0.135398 0.042719 0.000281
0.088000 0.091237 0.042366 0.000302
0.089000 0.039751 0.041579 0.000302
0.090000 -0.001420 0.040765 0.000302
0.091000 0.127269 0.043746 0.000302
0.092000 0.105605 0.043776 0.000281
0.093000 0.158267 0.045531 0.000302
0.094000 0.053771 0.043807 0.000302
0.095000 0.023997 0.043366 0.000322
0.096000 0.039587 0.043801 0.000322
0.097000 0.053252 0.044236 0.000302
0.098000 0.120894 0.046037 0.000302
0.099000 0.176148 0.047865 0.000281
0.100000 0.121004 0.047395 0.000281
0.101000 0.056105 0.046439 0.000281
0.102000 0.083558 0.047349 0.000302
0.103000 0.208401 0.050657 0.000302
0.104000 0.187543 0.051124 0.000281
0.105000 0.210717 0.052563 0.000261
0.106000 0.124359 0.051565 0.000281
0.107000 0.075726 0.051034 0.000302
0.108000 0.037605 0.050486 0.000322
0.109000 -0.013017 0.049416 0.000322
0.110000 0.010939 0.049845 0.000322
0.111000 0.160708 0.053351 0.000322
0.112000 0.237303 0.055875 0.000322
0.113000 0.120118 0.054259 0.000342
0.114000 -0.040953 0.051030 0.000342
0.115000 -0.035748 0.050922 0.000362
0.116000 -0.006436 0.051340 0.000362
0.117000 0.085277 0.053374 0.000362
0.118000 0.252144 0.057608 0.000322
0.119000 0.176080 0.056973 0.000302
0.120000 0.134766 0.056871 0.000322
0.121000 0.196622 0.058986 0.000342
0.122000 0.224357 0.060566 0.000342
0.123000 0.104666 0.058772 0.000302
0.124000 0.223290 0.062068 0.000302
0.125000 0.053401 0.059096 0.000302
0.126000 0.109576 0.060696 0.000342
0.127000 0.034356 0.059400 0.000362
0.128000 0.024684 0.059252 0.000342
0.129000 -0.033290 0.057913 0.000342
0.130000 0.070200 0.060119 0.000362
0.131000 0.077725 0.060552 0.000382
0.132000 0.186335 0.063399 0.000362
0.133000 0.066822 0.061416 0.000362
0.134000 0.021401 0.060623 0.000362
0.135000 0.012185 0.060429 0.000362
0.136000 0.057753 0.061468 0.000362
0.137000 0.095160 0.062515 0.000342
0.138000 0.231873 0.066087 0.000302
0.139000 0.205526 0.066533 0.000302
0.140000 0.210004 0.067617 0.000302
0.141000 0.051145 0.064856 0.000302
0.142000 0.060496 0.065284 0.000302
0.143000 0.043174 0.065061 0.000281
0.144000 0.222243 0.069414 0.000281
0.145000 0.254644 0.071180 0.000281
0.146000 0.138590 0.069646 0.000281
0.147000 0.129067 0.070089 0.000302
0.148000 0.037703 0.068516 0.000322
0.149000 -0.007543 0.067593 0.000362
0.150000 0.073895 0.069374 0.000362
0.151000 0.197519 0.072540 0.000362
0.152000 0.033655 0.069542 0.000362
0.153000 0.046433 0.069965 0.000382
0.154000 0.028037 0.069691 0.000422
0.155000 0.014042 0.069409 0.000442
0.156000 0.094037 0.071233 0.000422
0.157000 0.188158 0.073783 0.000402
0.158000 0.232479 0.075644 0.000382
0.159000 0.234938 0.076804 0.000402
0.160000 -0.006799 0.072195 0.000402
0.161000 0.045310 0.073337 0.000402
0.162000 0.089790 0.074487 0.000402
0.163000 0.250073 0.078583 0.000382
0.164000 0.221763 0.079026 0.000362
0.165000 0.071782 0.076499 0.000342
0.166000 0.108251 0.077672 0.000362
0.167000 -0.019510 0.075098 0.000382
0.168000 0.006487 0.075511 0.000382
0.169000 0.189954 0.079720 0.000362
0.170000 0.271970 0.082442 0.000342
0.171000 0.107556 0.079817 0.000342
0.172000 0.005967 0.077930 0.000382
0.173000 -0.072613 0.076018 0.000402
0.174000 0.261434 0.083439 0.000422
0.175000 0.266990 0.084661 0.000382
0.176000 0.133664 0.082740 0.000362
0.177000 0.125611 0.083170 0.000382
0.178000 -0.082874 0.078822 0.000442
0.179000 0.023039 0.080827 0.000462
0.180000 0.179724 0.084456 0.000442
0.181000 0.270578 0.087309 0.000402
0.182000 0.031316 0.082874 0.000382
0.183000 0.250737 0.088189 0.000422
0.184000 0.151361 0.086986 0.000462
0.185000 0.211026 0.089066 0.000462
0.186000 -0.054727 0.083703 0.000442
0.187000 0.154909 0.088276 0.000422
0.188000 -0.030147 0.084521 0.000442
0.189000 0.033074 0.085770 0.000462
0.190000 0.193436 0.089562 0.000462
0.191000 0.214125 0.090839 0.000442
0.192000 0.192759 0.091270 0.000422
0.193000 0.065014 0.089130 0.000442
0.194000 -0.073126 0.086105 0.000462
0.195000 -0.034872 0.086507 0.000462
0.196000 -0.038706 0.086039 0.000442
0.197000 0.106184 0.089055 0.000402
0.198000 0.182906 0.091218 0.000402
0.199000 0.280576 0.094278 0.000382
0.200000 0.207108 0.093821 0.000382
0.201000 -0.002949 0.089799 0.000382
0.202000 0.283401 0.096454 0.000382
0.203000 0.362973 0.099576 0.000382
0.204000 0.195936 0.097315 0.000362
0.205000 0.099105 0.095934 0.000362
0.206000 0.023010 0.094538 0.000382
0.207000 0.039138 0.094951 0.000442
0.208000 -0.100448 0.091696 0.000462
0.209000 0.022345 0.093934 0.000462
0.210000 0.200802 0.098037 0.000442
0.211000 0.222306 0.099386 0.000462
0.212000 -0.039650 0.094212 0.000503
0.213000 -0.010605 0.094610 0.000523
0.214000 -0.063230 0.093127 0.000523
0.215000 0.174984 0.098241 0.000503
0.216000 0.245182 0.100547 0.000483
0.217000 0.217948 0.100964 0.000462
0.218000 0.234909 0.102337 0.000462
0.219000 0.126215 0.100836 0.000483
0.220000 -0.041185 0.097391 0.000483
0.221000 0.154097 0.101659 0.000483
0.222000 0.353900 0.106930 0.000462
0.223000 0.223261 0.105408 0.000422
0.224000 0.032172 0.101910 0.000422
0.225000 -0.078901 0.099365 0.000462
0.226000 0.001901 0.100746 0.000503
0.227000 -0.098351 0.098168 0.000503
0.228000 0.117010 0.102535 0.000462
0.229000 0.247362 0.105933 0.000422
0.230000 0.388748 0.110358 0.000442
0.231000 0.115798 0.105749 0.000483
0.232000 -0.017030 0.103123 0.000503
0.233000 -0.161897 0.099458 0.000503
0.234000 0.155955 0.105949 0.000483
0.235000 0.238069 0.108396 0.000462
0.236000 0.126326 0.106752 0.000442
0.237000 0.209450 0.109213 0.000442
0.238000 0.012919 0.105485 0.000483
0.239000 0.074956 0.106915 0.000523
0.240000 0.085110 0.107311 0.000503
0.241000 0.049267 0.106661 0.000462
0.242000 0.241527 0.111250 0.000442
0.243000 0.126204 0.109550 0.000462
0.244000 -0.012550 0.106776 0.000483
0.245000 -0.166867 0.102918 0.000503
0.246000 -0.016405 0.105418 0.000483
0.247000 0.240772 0.111139 0.000462
0.248000 0.218073 0.111536 0.000422
0.249000 0.378076 0.116237 0.000402
0.250000 0.184338 0.113408 0.000422
0.251000 -0.017450 0.109471 0.000442
0.252000 -0.084006 0.107680 0.000462
0.253000 0.189420 0.113512 0.000462
0.254000 0.362732 0.118288 0.000442
0.255000 0.172437 0.115399 0.000422
0.256000 0.250194 0.118002 0.000442
0.257000 0.125494 0.116193 0.000503
0.258000 -0.115237 0.111037 0.000563
0.259000 -0.020345 0.112529 0.000563
0.260000 -0.035668 0.111791 0.000543
0.261000 0.283123 0.118898 0.000523
0.262000 0.106983 0.115920 0.000543
0.263000 0.009894 0.114048 0.000583
0.264000 -0.208614 0.108762 0.000603
0.265000 -0.092235 0.110259 0.000603
0.266000 0.100127 0.114043 0.000583
0.267000 0.205259 0.116706 0.000523
0.268000 0.188564 0.117087 0.000483
0.269000 0.366972 0.122074 0.000483
0.270000 0.215290 0.120159 0.000503
0.271000 0.093550 0.118228 0.000503
0.272000 0.048413 0.117445 0.000483
0.273000 0.211458 0.121320 0.000462
0.274000 0.243021 0.122877 0.000442
0.275000 0.265564 0.124440 0.000442
0.276000 0.332113 0.127188 0.000462
0.277000 0.084444 0.122863 0.000503
0.278000 -0.112461 0.118507 0.000523
0.279000 -0.066120 0.118877 0.000563
0.280000 0.024482 0.120439 0.000583
0.281000 0.198122 0.124400 0.000583
0.282000 0.081425 0.122383 0.000583
0.283000 0.036408 0.121555 0.000603
0.284000 -0.204206 0.115891 0.000664
0.285000 0.016132 0.119876 0.000684
0.286000 0.195857 0.123883 0.000664
0.287000 0.028181 0.120602 0.000623
0.288000 0.304853 0.127074 0.000603
0.289000 0.318679 0.128680 0.000603
0.290000 0.066028 0.124147 0.000623
0.291000 -0.082332 0.120818 0.000623
0.292000 0.222588 0.127358 0.000583
0.293000 0.361496 0.131453 0.000563
0.294000 0.310952 0.131839 0.000543
0.295000 0.162654 0.129730 0.000543
0.296000 0.097369 0.128857 0.000563
0.297000 -0.112665 0.124212 0.000603
0.298000 -0.011936 0.125829 0.000623
0.299000 0.018955 0.126192 0.000603
0.300000 0.310017 0.132881 0.000583
0.301000 0.164518 0.130723 0.000583
0.302000 0.043667 0.128549 0.000623
0.303000 0.325975 0.135295 0.000684
0.304000 0.013491 0.129278 0.000684
0.305000 0.250364 0.134776 0.000684
0.306000 0.224512 0.135153 0.000684
0.307000 0.255360 0.136821 0.000704
0.308000 0.060328 0.133319 0.000744
0.309000 -0.039284 0.131092 0.000764
0.310000 -0.171302 0.127550 0.000784
0.311000 0.111274 0.133121 0.000804
0.312000 0.228538 0.136103 0.000784
0.313000 0.318566 0.139099 0.000764
0.314000 0.220782 0.138162 0.000764
